# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code_4_model
# start_datetime = 2023-03-17 09:28:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = /root/dupa/LAB_01/samples/code_4-20230317092841_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-0.658952,0.997639,0.857168,1,1,0,0.659026,0.249511
-1.02554,0.90571,0.857168,1,3,0,1.22514,0.767514
-1.2659,0.664241,0.857168,1,3,1,1.27588,1.01587
-0.883387,1,0.857168,2,3,0,1.27315,0.606797
-0.762539,0.998995,0.857168,2,3,0,0.936284,0.450593
-0.762539,4.13601e-27,0.857168,1,1,0,0.925366,0.450593
-1.3955,0.471245,0.857168,1,2,1,1.80383,1.14316
-1.30705,1,0.857168,1,1,0,1.40482,1.05666
-1.64045,0.66483,0.857168,1,3,1,1.67074,1.37623
-0.949566,0.997636,0.857168,1,3,0,2.00975,0.683566
-1.04067,0.99637,0.857168,1,1,0,1.04514,0.783819
-1.04067,0,0.857168,0,1,1,1.80395,0.783819
-0.654479,0.5,0.857168,1,2,1,1.15885,0.175077
-0.654479,0,0.857168,0,1,1,2.55321,0.175077
-0.938883,0.909786,0.857168,2,3,0,0.940314,0.67144
-0.794515,0.992067,0.857168,1,3,0,0.801063,0.0548005
-0.753504,0.974305,0.857168,1,1,0,0.862989,0.437441
-0.753504,0,0.857168,0,1,1,3.35184,0.437441
-1.224,0.478509,0.857168,1,2,1,1.43133,0.97391
-0.776154,0.5,0.857168,1,2,1,1.36055,0.469859
-0.776154,0,0.857168,0,1,1,1.8754,0.469859
-1.37084,0.947727,0.857168,1,3,0,1.71534,1.11919
-1.1466,0.666667,0.857168,1,3,1,1.37002,0.895125
-0.681158,0.5,0.857168,1,2,1,1.28576,0.118707
-2.42432,0.398832,0.857168,2,4,1,2.44185,2.08656
-2.44156,0.999635,0.857168,2,3,0,2.64747,2.10181
-2.4635,0.999628,0.857168,2,3,0,2.66747,2.1212
-1.48731,0.857143,0.857168,2,7,1,2.46034,1.23149
-1.48731,0,0.857168,0,1,1,4.69769,1.23149
-1.4866,0.999214,0.857168,2,3,0,1.67368,1.23081
-1.13832,0.666667,0.857168,1,3,1,1.52206,0.886575
-0.660334,0.995388,0.857168,1,3,0,1.3484,0.254854
-0.79417,0.978275,0.857168,2,3,0,0.819006,0.494491
-0.79417,0.454966,0.857168,1,2,1,2.93687,0.494491
-1.18841,0.978849,0.857168,2,3,0,1.20412,0.937909
-1.00793,0.996355,0.857168,2,3,0,1.48032,0.748374
-0.671391,1,0.857168,2,3,0,0.961023,0.288503
-0.671391,0,0.857168,0,1,1,0.932679,0.288503
-0.671391,0,0.857168,0,1,1,0.930612,0.288503
-0.705164,0.989578,0.857168,1,1,0,0.706596,0.0965104
-0.705164,0,0.857168,0,1,1,1.43679,0.0965104
-0.837894,0.476284,0.857168,1,1,0,1.56129,0.0435512
-0.755474,1,0.857168,1,1,0,0.876204,0.440335
-0.836886,0.99754,0.857168,2,3,0,0.837659,0.549909
-0.836886,0,0.857168,0,1,1,1.22209,0.549909
-0.655814,0.5,0.857168,1,2,1,0.835655,0.235113
-0.773955,0.941972,0.857168,2,3,0,0.936341,0.466788
-1.34157,0.476334,0.857168,1,2,1,1.65163,1.0906
-1.24486,1,0.857168,2,3,0,1.34791,0.994854
-0.66376,0.992541,0.857168,1,3,0,1.55884,0.14552
-1.23512,0.34133,0.857168,1,2,1,1.91809,0.985093
-1.09495,1,0.857168,2,3,0,1.23217,0.841427
-0.91817,0.666667,0.857168,1,3,1,1.08936,0.647658
-0.654504,1,0.857168,2,3,0,0.826079,0.174936
-0.654504,0,0.857168,0,1,1,0.751428,0.174936
-0.654504,0.410216,0.857168,1,2,1,1.1815,0.174936
-0.754133,0.474873,0.857168,1,2,1,0.788157,0.438366
-0.754133,0,0.857168,0,1,1,1.38015,0.438366
-0.754133,0,0.857168,0,1,1,4.03803,0.438366
-0.752634,1,0.857168,1,1,0,0.772429,0.436156
-0.955459,0.491182,0.857168,1,2,1,0.972501,0.690218
-1.00799,0.997868,0.857168,1,1,0,1.02129,0.748434
-1.09627,0.999009,0.857168,2,3,0,1.10245,0.84281
-1.09627,0,0.857168,0,1,1,1.87281,0.84281
-1.05945,1,0.857168,1,1,0,1.11664,0.803908
-0.754557,0.9917,0.857168,1,3,0,0.929088,0.0690445
-0.676589,1,0.857168,1,1,0,0.716272,0.301424
-0.969918,0.941068,0.857168,2,3,0,1.13374,0.706427
-0.969918,0,0.857168,0,1,1,2.38702,0.706427
-0.969918,0,0.857168,0,1,1,1.60567,0.706427
-0.902931,1,0.857168,1,1,0,0.974626,0.629909
-0.875194,1,0.857168,1,1,0,0.919228,0.596981
-0.667487,0.5,0.857168,1,2,1,0.881604,0.277867
-0.902494,0.476245,0.857168,1,2,1,0.968645,0.629396
-0.689962,0.5,0.857168,1,2,1,0.908117,0.330601
-0.689962,0,0.857168,0,1,1,0.802283,0.330601
-0.751365,0.970556,0.857168,2,3,0,0.958377,0.434278
-0.772523,0.997812,0.857168,1,1,0,0.784139,0.46478
-0.779121,0.999377,0.857168,1,1,0,0.797625,0.473978
-0.666581,0.999456,0.857168,2,3,0,0.785089,0.275248
-1.45301,0.414286,0.857168,1,2,1,2.29939,1.19864
-1.42657,1,0.857168,2,3,0,1.48542,1.17321
-1.34434,1,0.857168,2,3,0,1.43809,1.09332
-1.26401,1,0.857168,1,1,0,1.35513,1.01399
-0.719858,0.5,0.857168,1,2,1,1.5187,0.384967
-0.857569,0.492362,0.857168,1,2,1,0.862118,0.575579
-0.780416,1,0.857168,1,1,0,0.853374,0.475767
-0.814638,0.997108,0.857168,1,1,0,0.824844,0.521502
-1.29749,0.484113,0.857168,1,2,1,1.48975,1.04721
-0.913784,1,0.857168,2,3,0,1.30827,0.642571
-0.866672,1,0.857168,1,1,0,0.922604,0.586684
-1.0299,0.993158,0.857168,2,3,0,1.1023,0.772221
-1.29439,0.664032,0.857168,1,3,1,1.31062,1.04415
-1.43634,0.997535,0.857168,1,1,0,1.4381,1.18262
-2.227,0.991352,0.857168,2,3,0,2.22705,1.91114
-1.97354,0.998927,0.857168,2,3,0,2.58248,1.68294
-1.66967,0.999884,0.857168,2,3,0,2.0481,1.40353
-1.10354,0.99919,0.857168,1,3,0,1.86593,0.850425
-1.10354,0,0.857168,0,1,1,2.40375,0.850425
-0.895168,0.666667,0.857168,1,3,1,1.1016,0.620778
-0.850625,1,0.857168,1,1,0,0.903922,0.567033
-0.914237,0.998768,0.857168,2,3,0,0.921012,0.643098
-1.46763,0.487505,0.857168,1,2,1,1.70346,1.21267
-1.47842,0.999113,0.857168,2,3,0,1.65919,1.223
-1.66161,0.999226,0.857168,2,3,0,1.66165,1.39601
-2.28367,0.99328,0.857168,1,3,0,2.49973,1.9617
-1.72854,0.666667,0.857168,1,3,1,2.42946,1.45828
-1.65346,1,0.857168,1,1,0,1.74577,1.3884
-1.64804,1,0.857168,1,1,0,1.69831,1.38333
-1.647,1,0.857168,2,3,0,1.69503,1.38235
-1.60465,1,0.857168,2,3,0,1.67518,1.34264
-2.27346,0.994348,0.857168,2,3,0,2.28015,1.9526
-2.28116,0.999958,0.857168,1,1,0,2.32975,1.95946
-2.44421,0.999164,0.857168,1,1,0,2.44704,2.10415
-2.06507,0.70098,0.857168,1,3,0,2.47583,1.76577
-1.36069,0.998845,0.857168,1,3,0,2.38868,1.1093
-1.88266,0.663961,0.857168,1,3,1,2.02623,1.60015
-2.06019,0.998655,0.857168,1,1,0,2.06099,1.76137
-2.77367,0.994797,0.857168,1,3,0,3.06698,2.39349
-3.12419,0.99963,0.857168,3,7,0,3.20574,2.69784
-5.56734,0.994929,0.857168,2,5,0,6.17907,4.76618
-5.55537,1,0.857168,2,3,0,5.6211,4.75618
-5.37662,1,0.857168,1,1,0,5.55891,4.60681
-5.3366,1,0.857168,1,1,0,5.41768,4.57333
-6.5728,0.998583,0.857168,2,5,0,7.60661,5.6029
-4.09864,0.999859,0.857168,2,5,0,7.17775,3.53125
-1.7532,0.8,0.857168,2,5,1,4.097,1.48112
-1.66451,1,0.857168,2,3,0,1.76656,1.39872
-2.47108,0.993582,0.857168,2,3,0,2.47124,2.12789
-2.43532,0.999714,0.857168,2,3,0,2.66823,2.09629
-1.18289,0.5,0.857168,1,2,1,3.83175,0.932286
-1.83569,0.983918,0.857168,1,3,0,2.13172,1.55712
-1.85698,0.99994,0.857168,2,3,0,1.89641,1.57664
-2.43827,0.665129,0.857168,1,3,1,2.60626,2.0989
-1.56493,0.666667,0.857168,1,3,1,2.97875,1.30522
-1.3629,0.666667,0.857168,1,3,1,1.56234,1.11146
-2.01276,0.66318,0.857168,1,3,1,2.28233,1.7185
-1.48222,0.666667,0.857168,1,3,1,2.1488,1.22663
-1.42914,1,0.857168,1,1,0,1.5042,1.17569
-0.998403,0.99868,0.857168,2,3,0,1.63006,0.737945
-0.974721,1,0.857168,1,1,0,1.02108,0.71178
-1.4959,0.980077,0.857168,1,3,0,1.68393,1.23969
-1.17543,0.666667,0.857168,1,3,1,1.51883,0.924686
-1.20947,0.999201,0.857168,1,1,0,1.23485,0.959255
-0.769039,0.5,0.857168,1,2,1,1.34115,0.459868
-0.769039,0,0.857168,0,1,1,0.967935,0.459868
-0.769039,0,0.857168,0,1,1,0.96737,0.459868
-0.702667,1,0.857168,1,1,0,0.760196,0.355014
-0.748897,0.993477,0.857168,1,1,0,0.750814,0.430605
-0.748897,0,0.857168,0,1,1,3.27097,0.430605
-0.659945,0.5,0.857168,1,2,1,0.729481,0.154693
-1.10134,0.381884,0.857168,1,2,1,1.53112,0.848127
-0.728832,0.5,0.857168,1,2,1,1.18755,0.399614
-0.945995,0.488896,0.857168,1,2,1,0.972696,0.679524
-0.945995,0,0.857168,0,1,1,2.26138,0.679524
-0.662089,0.5,0.857168,1,2,1,0.990102,0.261105
-0.662089,0,0.857168,0,1,1,2.24772,0.261105
-0.662089,0,0.857168,0,1,1,0.74939,0.261105
-0.662089,0,0.857168,0,1,1,2.20796,0.261105
-0.662089,0.369042,0.857168,1,1,0,0.709248,0.261105
-0.667049,0.995261,0.857168,2,3,0,0.668559,0.139039
-0.850312,0.864972,0.857168,1,3,0,0.97952,0.566645
-0.850312,0,0.857168,0,1,1,1.15248,0.566645
-0.850312,0,0.857168,0,1,1,3.66605,0.566645
-0.771394,1,0.857168,1,1,0,0.845195,0.463193
-0.771394,0,0.857168,0,1,1,1.32989,0.463193
-0.658255,0.5,0.857168,1,2,1,0.753003,0.159651
-0.658255,0,0.857168,0,1,1,2.23335,0.159651
-0.658255,0,0.857168,0,1,1,1.16706,0.159651
-0.658255,0,0.857168,0,1,1,1.19138,0.159651
-0.658255,0.312741,0.857168,1,2,1,2.17326,0.159651
-0.654197,1,0.857168,1,1,0,0.657168,0.17672
-1.17519,0.387421,0.857168,1,2,1,1.68955,0.924442
-1.3315,0.996599,0.857168,1,1,0,1.33175,1.08072
-1.06399,0.666667,0.857168,1,3,1,1.33998,0.80874
-1.69572,0.986027,0.857168,2,3,0,1.69875,1.4278
-1.40852,0.666667,0.857168,1,3,1,1.70481,1.15577
-1.39142,1,0.857168,1,1,0,1.44451,1.1392
-0.920475,0.5,0.857168,1,2,1,1.52257,0.650322
-0.920475,0,0.857168,0,1,1,1.33435,0.650322
-0.988693,0.996951,0.857168,1,1,0,0.996868,0.72726
-1.05954,0.997445,0.857168,1,1,0,1.06901,0.803999
-0.674926,1,0.857168,2,3,0,1.00671,0.297416
-0.725989,0.957534,0.857168,2,3,0,0.778273,0.395034
-1.25103,0.938195,0.857168,1,3,0,1.54174,1.00103
-1.21526,1,0.857168,1,1,0,1.27582,0.965105
-0.779284,0.5,0.857168,1,2,1,1.34077,0.474204
-0.82758,0.995997,0.857168,1,1,0,0.834261,0.538135
-1.49219,0.953297,0.857168,1,3,0,1.90479,1.23615
-2.16652,0.990325,0.857168,1,3,0,2.4516,1.85701
-2.1956,0.999827,0.857168,1,1,0,2.23395,1.88306
-1.47768,0.666667,0.857168,1,3,1,2.52506,1.22229
-2.10021,0.99121,0.857168,1,3,0,2.32945,1.79744
-1.33874,1,0.857168,2,3,0,2.08964,1.08783
-0.72279,0.5,0.857168,1,2,1,1.68325,0.389816
-0.653579,0.999397,0.857168,2,3,0,0.720462,0.22041
-0.655422,0.99925,0.857168,1,1,0,0.655849,0.232958
-0.655422,0.376997,0.857168,1,1,0,0.697305,0.232958
-0.70537,0.568861,0.857168,2,3,0,0.707173,0.359923
-0.788525,0.971478,0.857168,2,3,0,1.00801,0.486867
-0.697694,0.998758,0.857168,2,3,0,0.824317,0.345743
-0.745959,0.99289,0.857168,1,1,0,0.747299,0.426196
-0.745959,0,0.857168,0,1,1,1.6729,0.426196
-0.851621,0.763849,0.857168,1,1,0,1.12929,0.0406257
-0.989032,0.716978,0.857168,2,3,0,0.99566,0.727634
-0.84067,0.666667,0.857168,1,3,1,0.981345,0.554653
-1.138,0.976842,0.857168,2,3,0,1.36506,0.886249
-0.887343,1,0.857168,1,3,0,1.14581,0.61151
-0.660052,0.996719,0.857168,1,3,0,0.895535,0.154399
-0.660052,0,0.857168,0,1,1,0.797437,0.154399
-0.652454,1,0.857168,1,1,0,0.655573,0.205562
-0.669229,0.990727,0.857168,2,3,0,0.684737,0.282731
-0.66371,0.998062,0.857168,2,3,0,0.670379,0.145628
-0.66371,0.260076,0.857168,1,2,1,2.70615,0.145628
-0.839137,0.921468,0.857168,2,3,0,0.84262,0.552734
-0.839137,0,0.857168,0,1,1,2.63846,0.552734
-0.839137,0,0.857168,0,1,1,1.13621,0.552734
-0.657677,0.5,0.857168,1,2,1,0.833258,0.161537
-0.657677,0,0.857168,0,1,1,1.64148,0.161537
-0.657677,0,0.857168,0,1,1,0.747007,0.161537
-0.657677,0,0.857168,0,1,1,0.738673,0.161537
-0.657677,1.13793e-18,0.857168,1,1,0,0.719985,0.161537
-0.657677,0.421795,0.857168,1,2,1,1.00072,0.161537
-4.4822,0.332131,0.857168,2,4,1,5.12299,3.85567
-2.96888,0.666667,0.857168,1,3,1,6.27997,2.56337
-2.04158,0.666667,0.857168,1,3,1,3.55368,1.74457
-2.39987,0.999246,0.857168,1,3,0,2.42633,2.06492
-0.702923,0.74961,0.857168,2,4,1,2.60093,0.355482
-0.702923,0,0.857168,0,1,1,2.87973,0.355482
-2.90466,0.610648,0.857168,2,4,1,3.64725,2.50759
-0.654844,0.75,0.857168,2,4,1,2.63522,0.229539
-0.801584,0.478694,0.857168,1,2,1,0.835159,0.504383
-1.25489,0.484259,0.857168,1,2,1,1.42267,1.00488
-1.25489,0,0.857168,0,1,1,2.78156,1.00488
-1.25489,0,0.857168,0,1,1,2.45317,1.00488
-1.37673,0.997704,0.857168,1,1,0,1.38062,1.12493
-0.79824,0.5,0.857168,1,2,1,1.64333,0.499937
-0.795847,0.997336,0.857168,2,3,0,0.904463,0.49674
-0.795847,0.00657355,0.857168,1,1,0,0.986418,0.49674
-0.746474,0.989215,0.857168,2,3,0,1.03857,0.426972
-0.746474,0,0.857168,0,1,1,5.9405,0.426972
-0.665035,1,0.857168,2,3,0,0.702932,0.142885
-1.10927,0.729564,0.857168,1,3,0,1.57118,0.856417
-0.859996,1,0.857168,1,1,0,0.86259,0.0389617
-0.815158,0.415295,0.857168,2,3,0,1.45076,0.0490196
-0.815158,0,0.857168,0,1,1,1.54068,0.0490196
-0.815158,0.0752209,0.857168,2,5,0,1.99125,0.0490196
-0.706806,0.738443,0.857168,2,3,0,0.707979,0.362497
-0.706806,0.444083,0.857168,1,2,1,2.16084,0.362497
-0.745675,0.99821,0.857168,2,3,0,0.748987,0.425768
-0.657365,0.990557,0.857168,2,3,0,0.868904,0.242736
-0.656196,1,0.857168,1,1,0,0.658384,0.237112
-0.811763,0.478796,0.857168,1,2,1,0.847011,0.517763
-0.913843,0.993252,0.857168,1,1,0,0.914345,0.642641
-0.762801,0.993918,0.857168,2,3,0,1.13553,0.450969
-0.693227,1,0.857168,1,1,0,0.752405,0.337116
-0.693227,0,0.857168,0,1,1,0.805667,0.337116
-0.703194,0.99827,0.857168,1,1,0,0.711032,0.355978
-0.703194,0,0.857168,0,1,1,0.82029,0.355978
-0.703194,2.88201e-26,0.857168,1,1,0,0.803901,0.355978
-0.703194,0.471763,0.857168,1,2,1,1.26769,0.355978
-0.688118,1,0.857168,1,1,0,0.706245,0.326834
-0.982052,0.477875,0.857168,1,2,1,1.07084,0.719918
-1.0391,0.999291,0.857168,2,3,0,1.05195,0.782131
-1.19855,0.665084,0.857168,1,3,1,1.19855,0.948199
-1.02751,0.35631,0.857168,1,1,0,3.1134,0.0179478
-1.02751,0.00242734,0.857168,1,1,0,1.05719,0.0179478
-1.02751,8.42929e-05,0.857168,2,7,0,1.20894,0.0179478
-1.52452,0.325721,0.857168,1,1,0,3.2589,1.26694
-1.63457,0.998664,0.857168,1,1,0,1.64274,1.37072
-1.4623,1,0.857168,2,3,0,1.63263,1.20757
-1.87249,0.664903,0.857168,1,3,1,1.9336,1.59085
-1.1862,0.998559,0.857168,1,3,0,2.1938,0.935658
-0.935397,0.999767,0.857168,2,3,0,1.23244,0.667463
-0.997903,0.98948,0.857168,2,3,0,1.32164,0.737397
-1.05325,0.999342,0.857168,2,3,0,1.06705,0.797298
-1.85317,0.486965,0.857168,1,2,1,2.38453,1.57315
-0.851239,0.856707,0.857168,2,7,1,0.872161,0.0407036
-0.851239,0,0.857168,0,1,1,2.38398,0.0407036
-0.926281,0.70376,0.857168,1,1,0,1.26092,0.657015
-0.926281,0,0.857168,0,1,1,1.46433,0.657015
-0.84467,1,0.857168,1,1,0,0.924854,0.559646
-0.751259,0.991654,0.857168,2,3,0,1.07767,0.43412
-0.686659,1,0.857168,1,1,0,0.740814,0.323803
-0.686659,0,0.857168,0,1,1,1.15628,0.323803
-0.686659,0,0.857168,0,1,1,0.779475,0.323803
-0.686659,0,0.857168,0,1,1,0.938182,0.323803
-0.686659,0.0542736,0.857168,1,1,0,0.760672,0.323803
-0.686659,0,0.857168,0,1,1,0.900007,0.323803
-0.989768,0.476742,0.857168,1,2,1,1.08669,0.728446
-0.989768,0.976513,0.857168,1,3,0,1.85215,0.728446
-0.989768,0,0.857168,0,1,1,3.49598,0.728446
-0.711395,0.5,0.857168,1,2,1,1.02069,0.370578
-0.711395,0,0.857168,0,1,1,1.06941,0.370578
-0.656886,0.987683,0.857168,2,3,0,0.838653,0.240512
-0.656886,0.429791,0.857168,1,2,1,1.44773,0.240512
-1.04722,0.892607,0.857168,1,3,0,1.28191,0.790846
-0.817042,0.5,0.857168,1,2,1,1.05145,0.524615
-0.817042,0.687431,0.857168,1,1,0,1.01559,0.524615
-0.817042,0,0.857168,0,1,1,1.36514,0.524615
-1.35624,0.973695,0.857168,2,3,0,1.35934,1.10495
-1.22995,0.996813,0.857168,2,3,0,1.70654,0.979895
-1.14973,1,0.857168,1,1,0,1.2386,0.898346
-1.18541,0.999115,0.857168,1,1,0,1.2096,0.934851
-1.13539,1,0.857168,1,1,0,1.20302,0.883547
-2.92309,0.829842,0.857168,2,7,1,3.218,2.52361
-2.76966,0.99923,0.857168,2,3,0,3.35011,2.38999
-2.58119,1,0.857168,1,1,0,2.76988,2.22489
-1.26848,0.5,0.857168,1,2,1,4.10504,1.01844
-0.963346,0.999949,0.857168,2,3,0,1.30313,0.699078
-1.37566,0.49241,0.857168,1,2,1,1.47265,1.12389
-1.70307,0.996621,0.857168,2,3,0,1.76492,1.43464
-2.85236,0.742722,0.857168,2,4,1,3.90457,2.46209
-3.07157,0.999286,0.857168,1,1,0,3.07158,2.65234
-1.89129,0.998454,0.857168,2,5,0,4.1525,1.60803
-1.8605,1,0.857168,1,1,0,1.92661,1.57987
-1.90531,0.999636,0.857168,1,1,0,1.93529,1.62084
-1.31149,0.999406,0.857168,1,3,0,2.1094,1.06104
-1.8694,0.992757,0.857168,2,3,0,1.88394,1.58801
-2.06145,0.998528,0.857168,1,1,0,2.0616,1.76251
-2.06203,0.999996,0.857168,1,1,0,2.11279,1.76303
-1.66582,0.666667,0.857168,1,3,1,2.10628,1.39994
-0.921033,0.997164,0.857168,1,3,0,2.11999,0.650967
-0.88864,1,0.857168,1,1,0,1.13193,0.0338706
-0.88864,0.292894,0.857168,1,1,0,0.898155,0.0338706
-0.805293,1,0.857168,1,1,0,0.988659,0.509285
-0.663914,0.5,0.857168,1,2,1,0.794228,0.267119
-0.652905,0.981485,0.857168,2,3,0,0.765557,0.21351
-3.45296,0.487511,0.857168,2,4,1,3.64152,2.98081
-3.6174,0.999629,0.857168,1,1,0,3.62174,3.12159
-4.5944,0.997775,0.857168,3,7,0,5.62215,3.95028
-4.79634,0.999913,0.857168,2,3,0,4.7975,4.12025
-6.40811,0.999036,0.857168,3,7,0,6.44258,5.46621
-5.61465,0.999363,0.857168,3,7,0,8.21934,4.80568
-4.88286,0.999837,0.857168,3,7,0,6.24036,4.19297
-2.89866,0.999899,0.857168,2,5,0,5.18323,2.50237
-2.92472,0.999914,0.857168,1,1,0,2.96752,2.52503
-3.38513,0.9981,0.857168,2,3,0,3.68989,2.9226
-2.41342,0.666667,0.857168,1,3,1,4.01953,2.07691
-1.52963,0.666667,0.857168,1,3,1,2.97454,1.27179
-2.23895,0.663692,0.857168,1,3,1,2.56245,1.92181
-2.3574,0.999787,0.857168,2,3,0,2.36748,2.02725
-1.65138,0.856813,0.857168,2,7,1,2.65912,1.38645
-2.25144,0.995325,0.857168,2,3,0,2.26599,1.93297
-2.1421,1,0.857168,1,1,0,2.26256,1.8351
-1.51686,1,0.857168,2,3,0,2.14508,1.25966
-1.39006,1,0.857168,1,1,0,1.51921,1.13788
-1.48558,0.998563,0.857168,1,1,0,1.49571,1.22985
-0.708255,0.994871,0.857168,1,3,0,2.09042,0.365072
-0.890066,0.984411,0.857168,2,3,0,0.927332,0.614742
-0.786887,0.992652,0.857168,1,3,0,0.789102,0.0571724
-0.838275,0.780733,0.857168,1,1,0,1.03533,0.551652
-0.838275,0,0.857168,0,1,1,2.52793,0.551652
-0.838275,0,0.857168,0,1,1,2.15117,0.551652
-0.721546,0.992216,0.857168,2,3,0,1.04342,0.387767
-0.669302,0.714708,0.857168,2,3,0,0.710613,0.282932
-0.718908,0.755816,0.857168,2,3,0,0.718909,0.383381
-0.922019,0.488782,0.857168,1,2,1,0.945379,0.652105
-0.836098,0.992818,0.857168,2,3,0,1.19979,0.548916
-0.836098,0,0.857168,0,1,1,2.05512,0.548916
-0.918971,0.998331,0.857168,2,3,0,0.921892,0.648584
-0.918971,0,0.857168,0,1,1,4.82657,0.648584
-1.43045,0.4888,0.857168,1,2,1,1.62087,1.17695
-0.811831,0.997168,0.857168,1,3,0,1.74235,0.517852
-0.753426,1,0.857168,1,1,0,0.809615,0.437325
-0.753426,0,0.857168,0,1,1,1.00149,0.437325
-0.753426,0,0.857168,0,1,1,1.70291,0.437325
-1.09855,0.963857,0.857168,2,3,0,1.28733,0.845203
-0.888044,0.999603,0.857168,2,3,0,1.15013,0.612343
-0.888044,0,0.857168,0,1,1,1.66807,0.612343
-0.750931,0.873946,0.857168,2,3,0,0.946775,0.0706
-0.788999,0.818507,0.857168,1,1,0,1.18583,0.0565015
-0.758841,0.947548,0.857168,1,1,0,0.871958,0.445247
-0.830625,0.99785,0.857168,2,3,0,0.832402,0.542003
-0.712845,0.333333,0.857168,2,3,0,0.818706,0.373088
-0.775319,0.992169,0.857168,1,1,0,0.776152,0.468694
-0.696492,0.983518,0.857168,1,3,0,0.764102,0.343451
-0.778856,0.969592,0.857168,2,3,0,0.991202,0.473611
-0.778856,0,0.857168,0,1,1,1.37399,0.473611
-0.778856,0,0.857168,0,1,1,2.41438,0.473611
-0.751047,1,0.857168,1,1,0,0.785703,0.433806
-0.751047,0,0.857168,0,1,1,1.52898,0.433806
-0.654518,0.5,0.857168,1,2,1,0.733418,0.174859
-0.655723,0.965495,0.857168,2,3,0,0.736763,0.234627
-0.923448,0.945435,0.857168,2,3,0,0.931005,0.653753
-0.905755,1,0.857168,2,3,0,0.94557,0.633215
-0.905755,0,0.857168,0,1,1,1.40995,0.633215
-0.731062,0.5,0.857168,1,2,1,0.899584,0.40317
-1.29761,0.469023,0.857168,1,2,1,1.63835,1.04734
-1.76805,0.663975,0.857168,1,3,1,1.87563,1.49484
-1.15888,0.5,0.857168,1,2,1,2.00274,0.907747
-0.97382,0.666667,0.857168,1,3,1,1.15416,0.710776
-1.55467,0.489081,0.857168,1,2,1,1.8062,1.29551
-1.42626,0.997524,0.857168,2,3,0,1.92626,1.17291
-2.11482,0.988944,0.857168,1,3,0,2.42313,1.81059
-1.93861,0.99976,0.857168,2,3,0,2.24107,1.65119
-0.900985,0.5,0.857168,1,2,1,2.94239,0.627626
-1.02544,0.994321,0.857168,1,1,0,1.02573,0.767406
-0.652781,0.5,0.857168,1,2,1,1.13651,0.211834
-0.662517,0.995583,0.857168,1,3,0,0.662519,0.262553
-1.08847,0.451169,0.857168,1,2,1,1.34625,0.834619
-1.09647,0.999764,0.857168,1,1,0,1.13036,0.843028
-1.39469,0.664148,0.857168,1,3,1,1.41929,1.14237
-1.39469,0,0.857168,0,1,1,3.11644,1.14237
-0.826968,1,0.857168,2,3,0,1.3674,0.537355
-0.826968,0,0.857168,0,1,1,2.95475,0.537355
-1.05533,0.978128,0.857168,2,3,0,1.29847,0.799516
-2.24174,0.478013,0.857168,1,2,1,3.56633,1.9243
-1.39164,0.998314,0.857168,1,3,0,2.76658,1.13941
-1.26891,0.999411,0.857168,2,3,0,1.51188,1.01887
-1.21794,1,0.857168,2,3,0,1.28805,0.967807
-0.819347,0.5,0.857168,1,2,1,1.30662,0.527591
-0.819347,0,0.857168,0,1,1,1.277,0.527591
-1.24696,0.486476,0.857168,1,2,1,1.38523,0.996959
-1.96962,0.492613,0.857168,1,2,1,2.34455,1.67938
-1.41646,1,0.857168,2,3,0,1.97959,1.16344
-1.12634,0.666667,0.857168,1,3,1,1.43022,0.87418
-1.46407,0.663997,0.857168,1,3,1,1.50335,1.20926
-2.20699,0.850935,0.857168,2,7,1,2.5801,1.89325
-0.763542,0.999316,0.857168,3,7,0,1.42576,0.0654065
-2.77343,0.282172,0.857168,3,7,0,2.81537,2.39327
-2.91778,0.999497,0.857168,1,1,0,2.92425,2.51899
-2.75133,1,0.857168,1,1,0,2.92042,2.37398
-2.58881,1,0.857168,1,1,0,2.75414,2.23159
-3.62913,0.998033,0.857168,3,7,0,3.74998,3.13161
-4.32439,0.998433,0.857168,1,3,0,4.55796,3.72239
-1.37525,0.75,0.857168,2,4,1,4.41104,1.12349
-1.49148,0.999409,0.857168,2,3,0,1.49729,1.23547
-1.43747,1,0.857168,1,1,0,1.51324,1.18371
-2.0876,0.990005,0.857168,1,3,0,2.3501,1.78608
